ROWID,Country,State lgd code,State,YearCode,Year,Residence type,Gender,Unemployment rate per 1000 population
613,India,15,Mizoram,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,27
614,India,15,Mizoram,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,13
615,India,15,Mizoram,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,18
616,India,15,Mizoram,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,67
617,India,15,Mizoram,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,40
618,India,15,Mizoram,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,50
619,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,83
620,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,59
621,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,65
622,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,177
623,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,127
624,India,15,Mizoram,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,144
625,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,81
626,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,42
627,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,52
628,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,127
629,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,74
630,India,15,Mizoram,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,91
631,India,16,Tripura,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,58
632,India,16,Tripura,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,14
633,India,16,Tripura,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,23
634,India,16,Tripura,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,174
635,India,16,Tripura,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,60
636,India,16,Tripura,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,85
637,India,16,Tripura,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,44
638,India,16,Tripura,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,7
639,India,16,Tripura,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,12
640,India,16,Tripura,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,85
641,India,16,Tripura,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,54
642,India,16,Tripura,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,58
643,India,16,Tripura,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,320
644,India,16,Tripura,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,96
645,India,16,Tripura,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,133
646,India,16,Tripura,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,568
647,India,16,Tripura,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,166
648,India,16,Tripura,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,280
649,India,16,Tripura,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,198
650,India,16,Tripura,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,53
651,India,16,Tripura,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,92
652,India,16,Tripura,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,418
653,India,16,Tripura,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,93
654,India,16,Tripura,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,171
655,India,16,Tripura,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,203
656,India,16,Tripura,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,62
657,India,16,Tripura,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,105
658,India,16,Tripura,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,564
659,India,16,Tripura,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,115
660,India,16,Tripura,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,252
661,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,79
662,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,61
663,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,63
664,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,197
665,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,60
666,India,16,Tripura,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,87
667,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,283
668,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,55
669,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,93
670,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,301
671,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,87
672,India,16,Tripura,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,135
673,India,17,Meghalaya,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,
674,India,17,Meghalaya,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,4
675,India,17,Meghalaya,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,2
676,India,17,Meghalaya,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,31
677,India,17,Meghalaya,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,10
678,India,17,Meghalaya,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,17
679,India,17,Meghalaya,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,3
680,India,17,Meghalaya,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,5
681,India,17,Meghalaya,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,4
682,India,17,Meghalaya,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,68
683,India,17,Meghalaya,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,34
684,India,17,Meghalaya,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,46
685,India,17,Meghalaya,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,5
686,India,17,Meghalaya,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,1
687,India,17,Meghalaya,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,3
688,India,17,Meghalaya,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,35
689,India,17,Meghalaya,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,35
690,India,17,Meghalaya,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,35
691,India,17,Meghalaya,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,5
692,India,17,Meghalaya,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,3
693,India,17,Meghalaya,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,4
694,India,17,Meghalaya,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,90
695,India,17,Meghalaya,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,30
696,India,17,Meghalaya,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,51
697,India,17,Meghalaya,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,4
698,India,17,Meghalaya,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,4
699,India,17,Meghalaya,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,4
700,India,17,Meghalaya,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,37
701,India,17,Meghalaya,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,24
702,India,17,Meghalaya,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,28
703,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,9
704,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,3
705,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,6
706,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,89
707,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,56
708,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,67
709,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,21
710,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,19
711,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,20
712,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,133
713,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,46
714,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,75
715,India,18,Assam,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,77
716,India,18,Assam,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,46
717,India,18,Assam,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,52
718,India,18,Assam,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,256
719,India,18,Assam,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,55
720,India,18,Assam,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,89
721,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,66
722,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,32
723,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,39
724,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,189
725,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,77
726,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,97
727,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,31
728,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,24
729,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,26
730,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,91
731,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,69
732,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,72
733,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,56
734,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,34
735,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,39
736,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,125
737,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,40
738,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,52
739,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,57
740,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,43
741,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,45
742,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,70
743,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,54
744,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,56
745,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,143
746,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,74
747,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,83
748,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,114
749,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,53
750,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,63
751,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,68
752,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,62
753,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,63
754,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,155
755,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,99
756,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,107
757,India,19,West Bengal,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,17
758,India,19,West Bengal,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,18
759,India,19,West Bengal,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,18
760,India,19,West Bengal,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,142
761,India,19,West Bengal,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,63
762,India,19,West Bengal,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,79
763,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,28
764,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,28
765,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,28
766,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,95
767,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,72
768,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,76
769,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,33
770,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,22
771,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,25
772,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,84
773,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,56
774,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,62
775,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,28
776,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,17
777,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,19
778,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,65
779,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,35
780,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,40
781,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,24
782,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,28
783,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,27
784,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,64
785,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,43
786,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,48
787,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,17
788,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,43
789,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,38
790,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,60
791,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,67
792,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,65
793,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,14
794,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,40
795,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,35
796,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,37
797,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,53
798,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,49
799,India,20,Jharkhand,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,
800,India,20,Jharkhand,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,
801,India,20,Jharkhand,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,
802,India,20,Jharkhand,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,
803,India,20,Jharkhand,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,
804,India,20,Jharkhand,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,
805,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,
806,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,
807,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,
808,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,
809,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,
810,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,
811,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,1
812,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,20
813,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,14
814,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,23
815,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,75
816,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,65
817,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,12
818,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,46
819,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,39
820,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,121
821,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,53
822,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,63
823,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,28
824,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,18
825,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,21
826,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,89
827,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,46
828,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,51
829,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,37
830,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,78
831,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,71
832,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,115
833,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,104
834,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,105
835,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,6
836,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,58
837,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,45
838,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,84
839,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,87
840,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,87
841,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,8
842,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,18
843,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,14
844,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,60
845,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,67
846,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,65
847,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,11
848,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,24
849,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,19
850,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,53
851,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,70
852,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,67
853,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,83
854,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,31
855,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,50
856,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,266
857,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,90
858,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,134
859,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,27
860,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,31
861,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,30
862,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,54
863,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,40
864,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,42
865,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,20
866,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,23
867,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,22
868,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,20
869,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,39
870,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,35
871,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,53
872,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,74
873,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,69
874,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,127
875,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,73
876,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,83
877,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,42
878,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,66
879,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,61
880,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,219
881,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,101
882,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,127
883,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,
884,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,
885,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,
886,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,
887,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,
888,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,
889,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,
890,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,
891,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,
892,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,
893,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,
894,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,
895,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,3
896,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,8
897,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,6
898,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,24
899,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,38
900,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,35
901,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,1
902,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,9
903,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,6
904,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,21
905,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,31
906,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,29
907,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,3
908,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,11
909,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,8
910,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,47
911,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,41
912,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,43
913,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,21
914,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,27
915,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,25
916,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,114
917,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,59
918,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,75
919,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,7
920,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,26
921,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,18
922,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,78
923,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,46
924,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,55
925,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,1
926,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,7
