ROWID,Country,State lgd code,State,YearCode,Year,Type of production of crops,Crop type,Crop production,Area,Estimate of yield
3445,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Coarse Cereals,2,2.1,952
3446,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Pulses,4.4,6.1,718
3447,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Rice,627.1,242.5,2586
3448,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Wheat,1.2,0.6,2000
3449,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Fruits,Fruits,477.2,36.5,
3450,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Cotton (Lintt),1.4,1,238
3451,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Oilseeds,2.5,3.5,714
3452,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Raw Jute & Mesta,8.7,1.1,1424
3453,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Sugarcane,51.7,1,51700
3454,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",Vegetables,Vegetables,294.7,25.6,
3455,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Coarse Cereals,2,2,1006
3456,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Pulses,4.5,6.3,713
3457,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Rice,640,245.6,2606
3458,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Wheat,1.3,0.7,1984
3459,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Fruits,Fruits,573.8,36.9,
3460,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Cotton (Lintt),1.4,1,253
3461,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Oilseeds,2.5,3.5,717
3462,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Raw Jute & Mesta,9.4,1.2,1358
3463,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Sugarcane,44.9,0.9,51096
3464,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",Vegetables,Vegetables,446.9,32.5,
3465,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Coarse Cereals,4.1,3.1,1322
3466,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Pulses,5.2,7.4,706
3467,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Rice,702.5,264.6,2655
3468,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Wheat,0.6,0.3,2025
3469,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Fruits,Fruits,643.9,40.6,
3470,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Cotton (Lintt),,,
3471,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Oilseeds,3.4,4.6,732
3472,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Raw Jute & Mesta,10.7,1.3,1487
3473,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Sugarcane,46.5,0.9,51646
3474,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",Vegetables,Vegetables,532.3,36,
3475,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Coarse Cereals,5.1,3.7,1353
3476,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Pulses,6,8.6,697
3477,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Rice,718.3,266,2700
3478,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Wheat,0.5,0.3,2000
3479,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Fruits,Fruits,644.4,54.5,
3480,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Cotton (Lintt),,,
3481,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Oilseeds,3.5,4.7,751
3482,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Raw Jute & Mesta,10.7,1.3,1515
3483,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Sugarcane,45,0.9,48913
3484,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",Vegetables,Vegetables,552.6,34.2,
3485,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Coarse Cereals,4.7,3.6,1295
3486,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Pulses,6,8.5,705
3487,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Rice,713.2,254.7,2800
3488,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Wheat,1.3,0.7,2000
3489,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Fruits,Fruits,697.9,60.1,
3490,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Cotton (Lintt),,,
3491,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Oilseeds,2.4,4.8,506
3492,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Raw Jute & Mesta,10.3,1.3,1453
3493,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Sugarcane,45.4,0.9,50541
3494,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",Vegetables,Vegetables,754.1,45.1,
3495,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Coarse Cereals,5.9,4.6,1279
3496,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Pulses,8.7,12.2,719
3497,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Rice,711.8,254.3,2800
3498,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Wheat,0.3,0.2,2000
3499,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Fruits,Fruits,786.4,68.4,
3500,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Cotton (Lintt),,,
3501,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Oilseeds,4.6,6.1,759
3502,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Raw Jute & Mesta,12.4,1.5,1494
3503,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Sugarcane,49.6,1,51667
3504,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",Vegetables,Vegetables,780.5,46.7,
3505,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Coarse Cereals,5.9,4.5,1303
3506,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Pulses,8.4,11.7,718
3507,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Rice,747,257.3,2903
3508,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Wheat,0.3,0.1,2143
3509,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Fruits,Fruits,819.1,71.8,
3510,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Cotton (Lintt),,,
3511,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Oilseeds,7.1,8.9,793
3512,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Raw Jute & Mesta,10.6,1.3,1496
3513,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Sugarcane,,,
3514,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",Vegetables,Vegetables,811.1,48.6,
3515,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Coarse Cereals,12.2,8.7,1392
3516,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Pulses,10.9,16.2,673
3517,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Rice,794.8,269.8,2946
3518,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Wheat,0.4,0.2,2236
3519,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Fruits,Fruits,854.1,75.7,
3520,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Cotton (Lintt),,,
3521,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Oilseeds,9,11.7,771
3522,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Raw Jute & Mesta,11.2,1.3,1583
3523,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Sugarcane,40.5,0.8,51062
3524,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",Vegetables,Vegetables,793.2,46.5,
3525,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Coarse Cereals,21.3,15.7,1355
3526,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Pulses,23.2,24.3,952
3527,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Rice,814.6,277.1,2940
3528,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Wheat,0.5,0.2,2300
3529,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Fruits,Fruits,559.9,57.8,
3530,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Cotton (Lintt),,,
3531,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Oilseeds,12.5,15.4,814
3532,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Raw Jute & Mesta,10.3,1.2,1585
3533,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Sugarcane,44.1,0.8,53650
3534,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",Vegetables,Vegetables,817.9,46.7,
3535,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Coarse Cereals,23.6,17.1,1379
3536,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Pulses,19.3,27.2,710
3537,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Rice,812.1,274.1,2963
3538,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Wheat,0.4,0.2,2031
3539,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Fruits,Fruits,547.5,53.8,
3540,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Cotton (Lintt),,,
3541,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Oilseeds,13.8,17.7,780
3542,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Raw Jute & Mesta,10,1.1,1642
3543,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Sugarcane,42.5,0.8,52716
3544,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",Vegetables,Vegetables,795.7,45.9,
3545,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Coarse Cereals,24,17.5,1365
3546,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Pulses,18.9,25.9,732
3547,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Rice,793.2,269.4,2944
3548,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Wheat,0.3,0.2,2115
3549,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Fruits,Fruits,555.5,53.7,
3550,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Cotton (Lintt),,,
3551,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Oilseeds,14,17.1,817
3552,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Raw Jute & Mesta,10,1.1,1560
3553,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Sugarcane,35.9,0.7,54251
3554,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",Vegetables,Vegetables,813.4,46.7,
3555,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Coarse Cereals,24.1,16,1507
3556,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Pulses,18.7,24.6,760
3557,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Rice,810.2,267.3,3031
3558,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Wheat,0.3,0.1,2230
3559,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Fruits,Fruits,564,54.8,
3560,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Cotton (Lintt),,,
3561,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Oilseeds,14.4,17.2,838
3562,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Raw Jute & Mesta,5.3,1.1,909
3563,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Sugarcane,36.4,0.7,52940
3564,India,16,Tripura,2019,"Financial Year (Apr - Mar), 2019",Vegetables,Vegetables,838.2,48,
3565,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Coarse Cereals,26.2,21.5,1219
3566,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Pulses,2.4,3.3,727
3567,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Rice,121.1,104.5,1159
3568,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Wheat,5.6,4.2,1333
3569,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Cotton (Lintt),5.4,7.6,121
3570,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Oilseeds,5.6,8.8,636
3571,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Raw Jute & Mesta,65,10,1170
3572,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Sugarcane,2.1,0.1,29000
3573,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Coarse Cereals,22.6,20.1,1124
3574,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Pulses,2.4,3.3,727
3575,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Rice,114,104.2,1094
3576,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Wheat,6.2,4.2,1476
3577,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Cotton (Lintt),5.4,7.6,121
3578,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Oilseeds,4.2,8.8,477
3579,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Raw Jute & Mesta,55.6,9.9,1011
3580,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Sugarcane,2.2,0.1,22000
3581,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Coarse Cereals,22.5,20,1125
3582,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Pulses,2.5,3.3,758
3583,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Rice,117.8,104.4,1128
3584,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Wheat,6.6,4.2,1571
3585,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Cotton (Lintt),5.4,7.5,122
3586,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Oilseeds,5.6,9,622
3587,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Raw Jute & Mesta,55.3,9.1,1094
3588,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Sugarcane,2.3,0.1,23000
3589,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Coarse Cereals,22.7,19.7,1152
3590,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Pulses,2.4,3.3,727
3591,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Rice,111.5,103.2,1080
3592,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Wheat,6.4,4.2,1524
3593,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Cotton (Lintt),5.3,7.5,120
3594,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Oilseeds,5.7,9,644
3595,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Raw Jute & Mesta,56.6,8.9,1145
3596,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Sugarcane,2.1,0.1,21000
3597,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Coarse Cereals,23.9,19.8,1207
3598,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Pulses,2.5,3.3,758
3599,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Rice,111.8,104,1075
3600,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Wheat,4.7,4.2,1119
3601,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Cotton (Lintt),5.3,7.6,119
3602,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Oilseeds,6.4,9.1,703
3603,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Raw Jute & Mesta,48.9,8.9,989
3604,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Sugarcane,2.3,0.1,23000
3605,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Coarse Cereals,27.8,19.8,1404
3606,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Pulses,2.5,3.3,758
3607,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Rice,141.1,,
3608,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Wheat,6.9,4.3,1605
3609,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Cotton (Lintt),5.5,7.6,123
3610,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Oilseeds,5.9,9.1,648
3611,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Raw Jute & Mesta,53.7,8.9,1086
3612,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Sugarcane,2.2,0.1,22000
3613,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Coarse Cereals,27.1,20,1355
3614,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Pulses,2.5,3.3,758
3615,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Rice,150.1,,
3616,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Wheat,6.9,4.3,1605
3617,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Cotton (Lintt),5.6,7.5,127
3618,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Oilseeds,5.9,9.1,648
3619,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Raw Jute & Mesta,56.3,8.9,1139
3620,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Sugarcane,2.3,0.1,23000
3621,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Coarse Cereals,27.6,20,1380
3622,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Pulses,3.5,4.6,761
3623,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Rice,149.7,105.4,1420
3624,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Wheat,7,4.3,1628
3625,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Cotton (Lintt),5.6,7.5,127
3626,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Oilseeds,6.1,9.1,670
3627,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Raw Jute & Mesta,48.5,8.9,981
3628,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Sugarcane,0.3,0.1,3000
3629,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Coarse Cereals,26.4,19.4,1361
3630,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Pulses,4.6,6.2,742
3631,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Rice,170.7,106.4,1604
3632,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Wheat,7,4.3,1628
3633,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Cotton (Lintt),5.5,7.4,126
3634,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Oilseeds,6.2,9.3,667
3697,India,17,Meghalaya,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Rice,200.2,104.5,1916
3635,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Raw Jute & Mesta,51.9,8.7,1074
3636,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Sugarcane,0.2,0.1,2000
3637,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Coarse Cereals,26.6,19.7,1350
3638,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Pulses,3.5,4.7,745
3639,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Rice,179,106.6,1679
3640,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Wheat,6.9,4.2,1643
3641,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Cotton (Lintt),7.7,7.3,179
3642,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Oilseeds,6.3,9.4,670
3643,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Raw Jute & Mesta,57.2,8.8,1170
3644,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Sugarcane,0.2,0.1,2000
3645,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Coarse Cereals,27.4,19.6,1398
3646,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Pulses,3.5,4.7,745
3647,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Rice,189,107.7,1755
3648,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Wheat,4.8,2.8,1714
3649,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Fruits,Fruits,196.9,24,
3650,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Cotton (Lintt),7.9,7.3,184
3651,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Oilseeds,6.4,9.5,674
3652,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Raw Jute & Mesta,49.6,8.7,1026
3653,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Sugarcane,0.2,0.1,2000
3654,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",Vegetables,Vegetables,265.9,35.7,
3655,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Coarse Cereals,28.2,19.7,1431
3656,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Pulses,3.3,4.6,717
3657,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Rice,190.9,107.7,1773
3658,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Wheat,4.7,2.7,1741
3659,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Fruits,Fruits,153.3,15.3,
3660,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Cotton (Lintt),7.8,7.3,182
3661,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Oilseeds,6.5,9.8,663
3662,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Raw Jute & Mesta,56.4,8.6,1180
3663,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Sugarcane,0.2,0.1,2000
3664,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",Vegetables,Vegetables,338.9,38.1,
3665,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Coarse Cereals,28.1,19.6,1434
3666,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Pulses,3.5,4.7,745
3667,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Rice,200.7,109.7,1830
3668,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Wheat,1.5,0.9,1667
3669,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Fruits,Fruits,199.6,23.8,
3670,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Cotton (Lintt),7.8,7.3,182
3671,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Oilseeds,6.4,9.8,653
3672,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Raw Jute & Mesta,56.2,8.5,1190
3673,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Sugarcane,0.2,0.1,2000
3674,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",Vegetables,Vegetables,270.5,32.7,
3675,India,17,Meghalaya,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Coarse Cereals,26.3,19.5,1349
3676,India,17,Meghalaya,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Pulses,3.6,4.7,766
3677,India,17,Meghalaya,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Rice,193.7,111.5,1737
