ROWID,Country,State lgd code,State,YearCode,Year,Gender,Life expectancy
659,India,18,Assam,2015,"Calendar Year (Jan - Dec), 2015",Female,66.2
660,India,18,Assam,2015,"Calendar Year (Jan - Dec), 2015",Male,63.5
661,India,18,Assam,2015,"Calendar Year (Jan - Dec), 2015",Total,64.7
662,India,18,Assam,2016,"Calendar Year (Jan - Dec), 2016",Female,66.8
663,India,18,Assam,2016,"Calendar Year (Jan - Dec), 2016",Male,64.4
664,India,18,Assam,2016,"Calendar Year (Jan - Dec), 2016",Total,65.5
665,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Female,67.3
666,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Male,65.4
667,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",Total,66.2
668,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Female,67.9
669,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Male,66.1
670,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",Total,66.9
671,India,19,West Bengal,1995,"Calendar Year (Jan - Dec), 1995",Total,62.1
672,India,19,West Bengal,1997,"Calendar Year (Jan - Dec), 1997",Female,63.6
673,India,19,West Bengal,1997,"Calendar Year (Jan - Dec), 1997",Male,62.2
674,India,19,West Bengal,1997,"Calendar Year (Jan - Dec), 1997",Total,62.9
675,India,19,West Bengal,1998,"Calendar Year (Jan - Dec), 1998",Female,63.9
676,India,19,West Bengal,1998,"Calendar Year (Jan - Dec), 1998",Male,62.5
677,India,19,West Bengal,1998,"Calendar Year (Jan - Dec), 1998",Total,63.2
678,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Female,65
679,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Male,62.5
680,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",Total,63.7
681,India,19,West Bengal,2000,"Calendar Year (Jan - Dec), 2000",Female,65.7
682,India,19,West Bengal,2000,"Calendar Year (Jan - Dec), 2000",Male,63
683,India,19,West Bengal,2000,"Calendar Year (Jan - Dec), 2000",Total,64.3
684,India,19,West Bengal,2001,"Calendar Year (Jan - Dec), 2001",Female,66.4
685,India,19,West Bengal,2001,"Calendar Year (Jan - Dec), 2001",Male,63.5
686,India,19,West Bengal,2001,"Calendar Year (Jan - Dec), 2001",Total,64.9
687,India,19,West Bengal,2002,"Calendar Year (Jan - Dec), 2002",Female,67
688,India,19,West Bengal,2002,"Calendar Year (Jan - Dec), 2002",Male,64.3
689,India,19,West Bengal,2002,"Calendar Year (Jan - Dec), 2002",Total,65.6
690,India,19,West Bengal,2003,"Calendar Year (Jan - Dec), 2003",Female,67.8
691,India,19,West Bengal,2003,"Calendar Year (Jan - Dec), 2003",Male,64.8
692,India,19,West Bengal,2003,"Calendar Year (Jan - Dec), 2003",Total,66.2
693,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Female,68.5
694,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Male,65.3
695,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",Total,66.8
696,India,19,West Bengal,2005,"Calendar Year (Jan - Dec), 2005",Female,68.9
697,India,19,West Bengal,2005,"Calendar Year (Jan - Dec), 2005",Male,65.7
698,India,19,West Bengal,2005,"Calendar Year (Jan - Dec), 2005",Total,67.2
699,India,19,West Bengal,2006,"Calendar Year (Jan - Dec), 2006",Female,69.6
700,India,19,West Bengal,2006,"Calendar Year (Jan - Dec), 2006",Male,66.1
701,India,19,West Bengal,2006,"Calendar Year (Jan - Dec), 2006",Total,67.7
702,India,19,West Bengal,2007,"Calendar Year (Jan - Dec), 2007",Female,70
703,India,19,West Bengal,2007,"Calendar Year (Jan - Dec), 2007",Male,66.4
704,India,19,West Bengal,2007,"Calendar Year (Jan - Dec), 2007",Total,68.1
705,India,19,West Bengal,2008,"Calendar Year (Jan - Dec), 2008",Female,70.3
706,India,19,West Bengal,2008,"Calendar Year (Jan - Dec), 2008",Male,66.7
707,India,19,West Bengal,2008,"Calendar Year (Jan - Dec), 2008",Total,68.3
708,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Female,70.6
709,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Male,66.9
710,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",Total,68.6
711,India,19,West Bengal,2010,"Calendar Year (Jan - Dec), 2010",Female,71
712,India,19,West Bengal,2010,"Calendar Year (Jan - Dec), 2010",Male,67.4
713,India,19,West Bengal,2010,"Calendar Year (Jan - Dec), 2010",Total,69
714,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Female,71.3
715,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Male,67.8
716,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",Total,69.4
717,India,19,West Bengal,2012,"Calendar Year (Jan - Dec), 2012",Female,71.5
718,India,19,West Bengal,2012,"Calendar Year (Jan - Dec), 2012",Male,68.1
719,India,19,West Bengal,2012,"Calendar Year (Jan - Dec), 2012",Total,69.7
720,India,19,West Bengal,2013,"Calendar Year (Jan - Dec), 2013",Female,71.6
721,India,19,West Bengal,2013,"Calendar Year (Jan - Dec), 2013",Male,68.5
722,India,19,West Bengal,2013,"Calendar Year (Jan - Dec), 2013",Total,69.9
723,India,19,West Bengal,2014,"Calendar Year (Jan - Dec), 2014",Female,71.6
724,India,19,West Bengal,2014,"Calendar Year (Jan - Dec), 2014",Male,68.9
725,India,19,West Bengal,2014,"Calendar Year (Jan - Dec), 2014",Total,70.2
726,India,19,West Bengal,2015,"Calendar Year (Jan - Dec), 2015",Female,71.8
727,India,19,West Bengal,2015,"Calendar Year (Jan - Dec), 2015",Male,69.4
728,India,19,West Bengal,2015,"Calendar Year (Jan - Dec), 2015",Total,70.5
729,India,19,West Bengal,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
730,India,19,West Bengal,2016,"Calendar Year (Jan - Dec), 2016",Male,69.8
731,India,19,West Bengal,2016,"Calendar Year (Jan - Dec), 2016",Total,70.8
732,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Female,72.2
733,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Male,70.4
734,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",Total,71.2
735,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Female,72.6
736,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Male,70.7
737,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",Total,71.6
738,India,20,Jharkhand,1995,"Calendar Year (Jan - Dec), 1995",Total,
739,India,20,Jharkhand,1997,"Calendar Year (Jan - Dec), 1997",Female,
740,India,20,Jharkhand,1997,"Calendar Year (Jan - Dec), 1997",Male,
741,India,20,Jharkhand,1997,"Calendar Year (Jan - Dec), 1997",Total,
742,India,20,Jharkhand,1998,"Calendar Year (Jan - Dec), 1998",Female,
743,India,20,Jharkhand,1998,"Calendar Year (Jan - Dec), 1998",Male,
744,India,20,Jharkhand,1998,"Calendar Year (Jan - Dec), 1998",Total,
745,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Female,
746,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Male,
747,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",Total,
748,India,20,Jharkhand,2000,"Calendar Year (Jan - Dec), 2000",Female,
749,India,20,Jharkhand,2000,"Calendar Year (Jan - Dec), 2000",Male,
750,India,20,Jharkhand,2000,"Calendar Year (Jan - Dec), 2000",Total,
751,India,20,Jharkhand,2001,"Calendar Year (Jan - Dec), 2001",Female,
752,India,20,Jharkhand,2001,"Calendar Year (Jan - Dec), 2001",Male,
753,India,20,Jharkhand,2001,"Calendar Year (Jan - Dec), 2001",Total,
754,India,20,Jharkhand,2002,"Calendar Year (Jan - Dec), 2002",Female,
755,India,20,Jharkhand,2002,"Calendar Year (Jan - Dec), 2002",Male,
756,India,20,Jharkhand,2002,"Calendar Year (Jan - Dec), 2002",Total,
757,India,20,Jharkhand,2003,"Calendar Year (Jan - Dec), 2003",Female,
758,India,20,Jharkhand,2003,"Calendar Year (Jan - Dec), 2003",Male,
759,India,20,Jharkhand,2003,"Calendar Year (Jan - Dec), 2003",Total,
760,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Female,
761,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Male,
762,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",Total,
763,India,20,Jharkhand,2005,"Calendar Year (Jan - Dec), 2005",Female,
764,India,20,Jharkhand,2005,"Calendar Year (Jan - Dec), 2005",Male,
765,India,20,Jharkhand,2005,"Calendar Year (Jan - Dec), 2005",Total,
766,India,20,Jharkhand,2006,"Calendar Year (Jan - Dec), 2006",Female,
767,India,20,Jharkhand,2006,"Calendar Year (Jan - Dec), 2006",Male,
768,India,20,Jharkhand,2006,"Calendar Year (Jan - Dec), 2006",Total,
769,India,20,Jharkhand,2007,"Calendar Year (Jan - Dec), 2007",Female,
770,India,20,Jharkhand,2007,"Calendar Year (Jan - Dec), 2007",Male,
771,India,20,Jharkhand,2007,"Calendar Year (Jan - Dec), 2007",Total,
772,India,20,Jharkhand,2008,"Calendar Year (Jan - Dec), 2008",Female,
773,India,20,Jharkhand,2008,"Calendar Year (Jan - Dec), 2008",Male,
774,India,20,Jharkhand,2008,"Calendar Year (Jan - Dec), 2008",Total,
775,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Female,
776,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Male,
777,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",Total,
778,India,20,Jharkhand,2010,"Calendar Year (Jan - Dec), 2010",Female,
779,India,20,Jharkhand,2010,"Calendar Year (Jan - Dec), 2010",Male,
780,India,20,Jharkhand,2010,"Calendar Year (Jan - Dec), 2010",Total,
781,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Female,
782,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Male,
783,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",Total,
784,India,20,Jharkhand,2012,"Calendar Year (Jan - Dec), 2012",Female,
785,India,20,Jharkhand,2012,"Calendar Year (Jan - Dec), 2012",Male,
786,India,20,Jharkhand,2012,"Calendar Year (Jan - Dec), 2012",Total,
787,India,20,Jharkhand,2013,"Calendar Year (Jan - Dec), 2013",Female,
788,India,20,Jharkhand,2013,"Calendar Year (Jan - Dec), 2013",Male,
789,India,20,Jharkhand,2013,"Calendar Year (Jan - Dec), 2013",Total,
790,India,20,Jharkhand,2014,"Calendar Year (Jan - Dec), 2014",Female,66.9
791,India,20,Jharkhand,2014,"Calendar Year (Jan - Dec), 2014",Male,66.2
792,India,20,Jharkhand,2014,"Calendar Year (Jan - Dec), 2014",Total,66.6
793,India,20,Jharkhand,2015,"Calendar Year (Jan - Dec), 2015",Female,67.5
794,India,20,Jharkhand,2015,"Calendar Year (Jan - Dec), 2015",Male,67
795,India,20,Jharkhand,2015,"Calendar Year (Jan - Dec), 2015",Total,67.2
796,India,20,Jharkhand,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
797,India,20,Jharkhand,2016,"Calendar Year (Jan - Dec), 2016",Male,67.8
798,India,20,Jharkhand,2016,"Calendar Year (Jan - Dec), 2016",Total,67.9
799,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Female,68.4
800,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Male,68.8
801,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",Total,68.6
802,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Female,68.5
803,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Male,69.9
804,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",Total,69.1
805,India,21,Odisha,1995,"Calendar Year (Jan - Dec), 1995",Total,56.5
806,India,21,Odisha,1997,"Calendar Year (Jan - Dec), 1997",Female,57
807,India,21,Odisha,1997,"Calendar Year (Jan - Dec), 1997",Male,57.1
808,India,21,Odisha,1997,"Calendar Year (Jan - Dec), 1997",Total,57.1
809,India,21,Odisha,1998,"Calendar Year (Jan - Dec), 1998",Female,57.5
810,India,21,Odisha,1998,"Calendar Year (Jan - Dec), 1998",Male,57.4
811,India,21,Odisha,1998,"Calendar Year (Jan - Dec), 1998",Total,57.5
812,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Female,58.6
813,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Male,57.4
814,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",Total,58
815,India,21,Odisha,2000,"Calendar Year (Jan - Dec), 2000",Female,58.8
816,India,21,Odisha,2000,"Calendar Year (Jan - Dec), 2000",Male,57.8
817,India,21,Odisha,2000,"Calendar Year (Jan - Dec), 2000",Total,58.3
818,India,21,Odisha,2001,"Calendar Year (Jan - Dec), 2001",Female,59.2
819,India,21,Odisha,2001,"Calendar Year (Jan - Dec), 2001",Male,58.1
820,India,21,Odisha,2001,"Calendar Year (Jan - Dec), 2001",Total,58.6
821,India,21,Odisha,2002,"Calendar Year (Jan - Dec), 2002",Female,59.9
822,India,21,Odisha,2002,"Calendar Year (Jan - Dec), 2002",Male,58.4
823,India,21,Odisha,2002,"Calendar Year (Jan - Dec), 2002",Total,59.1
824,India,21,Odisha,2003,"Calendar Year (Jan - Dec), 2003",Female,60.7
825,India,21,Odisha,2003,"Calendar Year (Jan - Dec), 2003",Male,58.7
826,India,21,Odisha,2003,"Calendar Year (Jan - Dec), 2003",Total,59.7
827,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Female,61.5
828,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Male,59.3
829,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",Total,60.4
830,India,21,Odisha,2005,"Calendar Year (Jan - Dec), 2005",Female,62.1
831,India,21,Odisha,2005,"Calendar Year (Jan - Dec), 2005",Male,59.6
832,India,21,Odisha,2005,"Calendar Year (Jan - Dec), 2005",Total,60.8
833,India,21,Odisha,2006,"Calendar Year (Jan - Dec), 2006",Female,62.4
834,India,21,Odisha,2006,"Calendar Year (Jan - Dec), 2006",Male,60
835,India,21,Odisha,2006,"Calendar Year (Jan - Dec), 2006",Total,61.2
836,India,21,Odisha,2007,"Calendar Year (Jan - Dec), 2007",Female,62.8
837,India,21,Odisha,2007,"Calendar Year (Jan - Dec), 2007",Male,60.7
838,India,21,Odisha,2007,"Calendar Year (Jan - Dec), 2007",Total,61.7
839,India,21,Odisha,2008,"Calendar Year (Jan - Dec), 2008",Female,63
840,India,21,Odisha,2008,"Calendar Year (Jan - Dec), 2008",Male,62.1
841,India,21,Odisha,2008,"Calendar Year (Jan - Dec), 2008",Total,62.1
842,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Female,63.4
843,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Male,61.7
844,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",Total,62.5
845,India,21,Odisha,2010,"Calendar Year (Jan - Dec), 2010",Female,63.9
846,India,21,Odisha,2010,"Calendar Year (Jan - Dec), 2010",Male,62.2
847,India,21,Odisha,2010,"Calendar Year (Jan - Dec), 2010",Total,63
848,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Female,64.5
849,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Male,62.9
850,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",Total,63.7
851,India,21,Odisha,2012,"Calendar Year (Jan - Dec), 2012",Female,65.3
852,India,21,Odisha,2012,"Calendar Year (Jan - Dec), 2012",Male,63.4
853,India,21,Odisha,2012,"Calendar Year (Jan - Dec), 2012",Total,64.3
854,India,21,Odisha,2013,"Calendar Year (Jan - Dec), 2013",Female,65.9
855,India,21,Odisha,2013,"Calendar Year (Jan - Dec), 2013",Male,63.8
856,India,21,Odisha,2013,"Calendar Year (Jan - Dec), 2013",Total,64.9
857,India,21,Odisha,2014,"Calendar Year (Jan - Dec), 2014",Female,67.1
858,India,21,Odisha,2014,"Calendar Year (Jan - Dec), 2014",Male,64.7
859,India,21,Odisha,2014,"Calendar Year (Jan - Dec), 2014",Total,65.8
860,India,21,Odisha,2015,"Calendar Year (Jan - Dec), 2015",Female,68.3
861,India,21,Odisha,2015,"Calendar Year (Jan - Dec), 2015",Male,65.6
862,India,21,Odisha,2015,"Calendar Year (Jan - Dec), 2015",Total,66.9
863,India,21,Odisha,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
864,India,21,Odisha,2016,"Calendar Year (Jan - Dec), 2016",Male,66.2
865,India,21,Odisha,2016,"Calendar Year (Jan - Dec), 2016",Total,67.6
866,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Female,69.9
867,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Male,67.1
868,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",Total,68.4
869,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Female,70.8
870,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Male,68
871,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",Total,69.3
872,India,22,Chhattisgarh,1995,"Calendar Year (Jan - Dec), 1995",Total,
873,India,22,Chhattisgarh,1997,"Calendar Year (Jan - Dec), 1997",Female,
874,India,22,Chhattisgarh,1997,"Calendar Year (Jan - Dec), 1997",Male,
875,India,22,Chhattisgarh,1997,"Calendar Year (Jan - Dec), 1997",Total,
876,India,22,Chhattisgarh,1998,"Calendar Year (Jan - Dec), 1998",Female,
877,India,22,Chhattisgarh,1998,"Calendar Year (Jan - Dec), 1998",Male,
878,India,22,Chhattisgarh,1998,"Calendar Year (Jan - Dec), 1998",Total,
879,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Female,
880,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Male,
881,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",Total,
882,India,22,Chhattisgarh,2000,"Calendar Year (Jan - Dec), 2000",Female,
883,India,22,Chhattisgarh,2000,"Calendar Year (Jan - Dec), 2000",Male,
884,India,22,Chhattisgarh,2000,"Calendar Year (Jan - Dec), 2000",Total,
885,India,22,Chhattisgarh,2001,"Calendar Year (Jan - Dec), 2001",Female,
886,India,22,Chhattisgarh,2001,"Calendar Year (Jan - Dec), 2001",Male,
887,India,22,Chhattisgarh,2001,"Calendar Year (Jan - Dec), 2001",Total,
888,India,22,Chhattisgarh,2002,"Calendar Year (Jan - Dec), 2002",Female,
889,India,22,Chhattisgarh,2002,"Calendar Year (Jan - Dec), 2002",Male,
890,India,22,Chhattisgarh,2002,"Calendar Year (Jan - Dec), 2002",Total,
891,India,22,Chhattisgarh,2003,"Calendar Year (Jan - Dec), 2003",Female,
892,India,22,Chhattisgarh,2003,"Calendar Year (Jan - Dec), 2003",Male,
893,India,22,Chhattisgarh,2003,"Calendar Year (Jan - Dec), 2003",Total,
894,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Female,
895,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Male,
896,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",Total,
897,India,22,Chhattisgarh,2005,"Calendar Year (Jan - Dec), 2005",Female,
898,India,22,Chhattisgarh,2005,"Calendar Year (Jan - Dec), 2005",Male,
899,India,22,Chhattisgarh,2005,"Calendar Year (Jan - Dec), 2005",Total,
900,India,22,Chhattisgarh,2006,"Calendar Year (Jan - Dec), 2006",Female,
901,India,22,Chhattisgarh,2006,"Calendar Year (Jan - Dec), 2006",Male,
902,India,22,Chhattisgarh,2006,"Calendar Year (Jan - Dec), 2006",Total,
903,India,22,Chhattisgarh,2007,"Calendar Year (Jan - Dec), 2007",Female,
904,India,22,Chhattisgarh,2007,"Calendar Year (Jan - Dec), 2007",Male,
905,India,22,Chhattisgarh,2007,"Calendar Year (Jan - Dec), 2007",Total,
906,India,22,Chhattisgarh,2008,"Calendar Year (Jan - Dec), 2008",Female,
907,India,22,Chhattisgarh,2008,"Calendar Year (Jan - Dec), 2008",Male,
908,India,22,Chhattisgarh,2008,"Calendar Year (Jan - Dec), 2008",Total,
909,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Female,
910,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Male,
911,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",Total,
912,India,22,Chhattisgarh,2010,"Calendar Year (Jan - Dec), 2010",Female,
913,India,22,Chhattisgarh,2010,"Calendar Year (Jan - Dec), 2010",Male,
914,India,22,Chhattisgarh,2010,"Calendar Year (Jan - Dec), 2010",Total,
915,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Female,
916,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Male,
917,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",Total,
918,India,22,Chhattisgarh,2012,"Calendar Year (Jan - Dec), 2012",Female,
919,India,22,Chhattisgarh,2012,"Calendar Year (Jan - Dec), 2012",Male,
920,India,22,Chhattisgarh,2012,"Calendar Year (Jan - Dec), 2012",Total,
921,India,22,Chhattisgarh,2013,"Calendar Year (Jan - Dec), 2013",Female,
922,India,22,Chhattisgarh,2013,"Calendar Year (Jan - Dec), 2013",Male,
923,India,22,Chhattisgarh,2013,"Calendar Year (Jan - Dec), 2013",Total,
924,India,22,Chhattisgarh,2014,"Calendar Year (Jan - Dec), 2014",Female,66.3
925,India,22,Chhattisgarh,2014,"Calendar Year (Jan - Dec), 2014",Male,63.3
926,India,22,Chhattisgarh,2014,"Calendar Year (Jan - Dec), 2014",Total,64.8
927,India,22,Chhattisgarh,2015,"Calendar Year (Jan - Dec), 2015",Female,66.8
928,India,22,Chhattisgarh,2015,"Calendar Year (Jan - Dec), 2015",Male,63.6
929,India,22,Chhattisgarh,2015,"Calendar Year (Jan - Dec), 2015",Total,65.2
930,India,22,Chhattisgarh,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
931,India,22,Chhattisgarh,2016,"Calendar Year (Jan - Dec), 2016",Male,63.6
932,India,22,Chhattisgarh,2016,"Calendar Year (Jan - Dec), 2016",Total,65.2
933,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Female,66.6
934,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Male,63.8
935,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",Total,65.2
936,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Female,66.6
937,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Male,63.7
938,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",Total,65.2
939,India,23,Madhya Pradesh,1995,"Calendar Year (Jan - Dec), 1995",Total,54.7
940,India,23,Madhya Pradesh,1997,"Calendar Year (Jan - Dec), 1997",Female,55.2
941,India,23,Madhya Pradesh,1997,"Calendar Year (Jan - Dec), 1997",Male,55.6
942,India,23,Madhya Pradesh,1997,"Calendar Year (Jan - Dec), 1997",Total,55.4
943,India,23,Madhya Pradesh,1998,"Calendar Year (Jan - Dec), 1998",Female,55.7
944,India,23,Madhya Pradesh,1998,"Calendar Year (Jan - Dec), 1998",Male,56
945,India,23,Madhya Pradesh,1998,"Calendar Year (Jan - Dec), 1998",Total,55.9
946,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Female,57.1
947,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Male,56.1
948,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Total,56.6
949,India,23,Madhya Pradesh,2000,"Calendar Year (Jan - Dec), 2000",Female,57.6
950,India,23,Madhya Pradesh,2000,"Calendar Year (Jan - Dec), 2000",Male,56.6
951,India,23,Madhya Pradesh,2000,"Calendar Year (Jan - Dec), 2000",Total,57.1
952,India,23,Madhya Pradesh,2001,"Calendar Year (Jan - Dec), 2001",Female,58
953,India,23,Madhya Pradesh,2001,"Calendar Year (Jan - Dec), 2001",Male,56.9
954,India,23,Madhya Pradesh,2001,"Calendar Year (Jan - Dec), 2001",Total,57.5
955,India,23,Madhya Pradesh,2002,"Calendar Year (Jan - Dec), 2002",Female,58.6
956,India,23,Madhya Pradesh,2002,"Calendar Year (Jan - Dec), 2002",Male,57.5
957,India,23,Madhya Pradesh,2002,"Calendar Year (Jan - Dec), 2002",Total,58.1
958,India,23,Madhya Pradesh,2003,"Calendar Year (Jan - Dec), 2003",Female,59.4
959,India,23,Madhya Pradesh,2003,"Calendar Year (Jan - Dec), 2003",Male,58.1
960,India,23,Madhya Pradesh,2003,"Calendar Year (Jan - Dec), 2003",Total,58.8
961,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Female,60
962,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Male,58.6
963,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Total,59.3
964,India,23,Madhya Pradesh,2005,"Calendar Year (Jan - Dec), 2005",Female,60.5
965,India,23,Madhya Pradesh,2005,"Calendar Year (Jan - Dec), 2005",Male,58.9
966,India,23,Madhya Pradesh,2005,"Calendar Year (Jan - Dec), 2005",Total,59.7
967,India,23,Madhya Pradesh,2006,"Calendar Year (Jan - Dec), 2006",Female,61.2
968,India,23,Madhya Pradesh,2006,"Calendar Year (Jan - Dec), 2006",Male,59.4
969,India,23,Madhya Pradesh,2006,"Calendar Year (Jan - Dec), 2006",Total,60.2
970,India,23,Madhya Pradesh,2007,"Calendar Year (Jan - Dec), 2007",Female,61.8
971,India,23,Madhya Pradesh,2007,"Calendar Year (Jan - Dec), 2007",Male,59.7
972,India,23,Madhya Pradesh,2007,"Calendar Year (Jan - Dec), 2007",Total,60.7
973,India,23,Madhya Pradesh,2008,"Calendar Year (Jan - Dec), 2008",Female,62.7
974,India,23,Madhya Pradesh,2008,"Calendar Year (Jan - Dec), 2008",Male,60.3
975,India,23,Madhya Pradesh,2008,"Calendar Year (Jan - Dec), 2008",Total,61.4
976,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Female,63.1
977,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Male,60.8
978,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Total,61.9
979,India,23,Madhya Pradesh,2010,"Calendar Year (Jan - Dec), 2010",Female,63.8
980,India,23,Madhya Pradesh,2010,"Calendar Year (Jan - Dec), 2010",Male,61.1
981,India,23,Madhya Pradesh,2010,"Calendar Year (Jan - Dec), 2010",Total,62.4
982,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Female,64.5
983,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Male,61.3
984,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Total,62.8
985,India,23,Madhya Pradesh,2012,"Calendar Year (Jan - Dec), 2012",Female,65
986,India,23,Madhya Pradesh,2012,"Calendar Year (Jan - Dec), 2012",Male,61.9
987,India,23,Madhya Pradesh,2012,"Calendar Year (Jan - Dec), 2012",Total,63.3
988,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Female,65.5
989,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Male,62.3
